Key,Range,Co,Rank,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Total PAX
IADPVG17,IADPVG,BA,17,,0,1,,0,1,1,,,0,0,,,,0,,,0,0,2,0,,,,,5
JFKHGH5,JFKHGH,BR,5,,0,,,,1,0,,,,,,0,,,,,,,,1,1,2,,,5
KIXHGH9,KIXHGH,BR,9,,,,,,,,,,,,,,4,,,,,,,1,,,,,5
SEASHA4,SEASHA,BR,4,,1,,,,1,1,0,,,,,1,,,,,,,,0,1,,,,5
ORDHGH5,ORDHGH,CA,5,0,0,,0,0,0,0,,,,,,,1,,,,,,,0,,,2,2,5
IADFOC4,IADFOC,CZ,4,,1,0,0,0,,2,,,,,,,,,,,,2,,,,,,,5
NRTHGH5,NRTHGH,CZ,5,,,,0,,,,,,,,,0,,,,,,,,2,,,,3,5
SEADLC5,SEADLC,CZ,5,,,,,1,,0,,,,,,,,,,,,,,,4,,,,5
MEXFOC2,MEXFOC,CZ,2,,1,,,,,,,0,,2,0,,1,0,,,,,0,,1,,,,5
SFOSHE6,SFOSHE,DL,6,1,,,,,,,,,,,,,,,,,4,0,,,,,,,5
SJCWUH1,SJCWUH,DL,1,,4,,,,,,1,,,,,,0,,,,,,,,,,,,5
HNLWUH5,HNLWUH,DL,5,,,,,,,,,,,,,,0,,3,2,,,,,,,,,5
KIXXMN10,KIXXMN,FM,10,0,0,2,,,,,,0,,,,,,,,0,,,1,,1,1,,,5
KIXTAO6,KIXTAO,HO,6,,,,,,,,,,,1,,,2,2,,,,,,,,,,,5
LAXCTU12,LAXCTU,HU,12,,1,,,,,0,0,0,,,,,,,,,,,1,3,,,,,5
SFODLC8,SFODLC,HU,8,,,,0,4,,,,,0,,,,,0,,,0,,,1,,,,0,5
ORDXMN6,ORDXMN,KE,6,,,,0,,,2,,,,,1,,,1,0,,,,1,0,,,,,5
MEXTAO5,MEXTAO,KE,5,,0,0,0,0,0,,,0,0,,0,,0,0,,0,0,2,0,,0,2,1,,5
IADPEK12,IADPEK,KL,12,,,,1,0,,,0,,,2,1,,,,0,,,1,,,,0,,,5
IAHPEK12,IAHPEK,LH,12,,,,0,,1,,,2,,0,,,1,,,,,1,,,,,,,5
MEXTAO6,MEXTAO,LH,6,0,,1,0,1,0,,0,,1,,,0,1,0,,,0,0,0,1,,,,,5
SJCCTU3,SJCCTU,MU,3,,,,,,,,1,,2,,2,,,,,,,,,,,,,,5
YVRHGH9,YVRHGH,MU,9,,,0,0,,1,1,1,,,0,,,,,,,,,,,,2,,,5
MEXSHE4,MEXSHE,MU,4,,,,,,3,1,1,0,,,,0,,0,0,,,,,,,,,,5
NRTHGH6,NRTHGH,NX,6,,,,,,,,,,,,,,,,4,1,,,,,,,,,5
ORDPEK15,ORDPEK,OS,15,,,,,0,,,0,,,3,1,,,,1,,,,,,,,,,5
IAHDLC4,IAHDLC,OZ,4,,2,,,,,,,0,,,,,,0,1,,,,0,,0,,2,,5
ORDSHA3,ORDSHA,OZ,3,,,,,,,,,0,,,,0,,,,,,5,,,,,,,5
SEAHGH4,SEAHGH,OZ,4,,,,,0,,2,1,,,,,,,,,,,,1,,1,,,,5
HNDCTU9,HNDCTU,SC,9,,,,,,,,,,,,,,,,,,,,,,,,,5,5
SYDXMN13,SYDXMN,TG,13,,,,,,3,,0,0,,,,,,,,,1,,1,,,,,,5
HNDFOC8,HNDFOC,ZH,8,,,,,,0,,2,,,,1,,,,,,,,2,,,,,,5
NRTCTU10,NRTCTU,ZH,10,,,,,,,,,,,,1,,,,,,,2,1,,1,,0,,5
NRTHGH7,NRTHGH,ZH,7,,,,,,,,,,,,,,,,,2,1,,1,1,,,,,5
NRTWUH8,NRTWUH,ZH,8,,,,,,,,,,,,,,,,,,1,4,,,,,,,5
HNDPVG8,HNDPVG,GS,8,,,,,,,,,,,,,,,,,,1,,,2,1,,1,,5
KIXXMN11,KIXXMN,GS,11,,,,,,,,,,,,,,,,,,,,1,,,3,1,,5
JFKCTU11,JFKCTU,AA,11,,,,,,,,,,0,,,,,,,,0,,1,0,3,,,,4
ORDXMN7,ORDXMN,AA,7,,,0,0,,1,,,3,0,0,0,,0,0,,,,,0,,,,,,4
SEAXMN7,SEAXMN,AC,7,2,,,,,,,,,2,,,,,,,,,,,,,,,,4
ORDPVG16,ORDPVG,AF,16,,,1,0,0,,0,,,,,,,,,2,,0,1,,,,,,,4
MEXXMN7,MEXXMN,AF,7,,,,0,,0,,4,,,,,,,,,,0,0,,0,,,,,4
MEXPEK11,MEXPEK,BA,11,0,,,,0,,,0,,,,2,2,,,0,,,0,,,,,,,4
SEAFOC4,SEAFOC,BR,4,,,,,,2,,0,0,,,,2,,,,,,0,,0,,,,,4
YVRCTU10,YVRCTU,BR,10,,,,,,0,0,,,,,2,1,,0,,1,,0,,,,,,,4
YVRFOC6,YVRFOC,BR,6,0,0,,,,,3,0,,,,,,,,,,0,0,,1,,0,,,4
YVRHGH10,YVRHGH,BR,10,,,,,,1,1,1,,,,1,,,,,,,,,,,,,,4
SEADLC6,SEADLC,CA,6,,0,,0,,,1,,2,1,,0,,,,0,,0,0,,,,,,,4
SJCSHE1,SJCSHE,CA,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,4
ORDWUH7,ORDWUH,CA,7,1,,,2,0,0,0,,1,,,,,0,,,,,,,0,,,0,,4
MEXFOC3,MEXFOC,CA,3,,,,,0,,,,,0,,,,,,,,2,,,2,,,,,4
MEXSHA1,MEXSHA,CA,1,,1,1,,,,,,2,,,,,,,,,,,,,,,0,,4
HNLPEK9,HNLPEK,CI,9,0,0,,0,,,3,0,0,,0,0,,0,,0,,1,,,,,,,0,4
JFKCAN17,JFKCAN,CI,17,,,,0,1,0,0,0,0,,0,,,,,0,3,,,0,,0,0,0,,4
LAXTAO10,LAXTAO,CI,10,1,1,,0,1,,,0,,,,,,,,0,,,0,,,,1,,,4
NRTPEK9,NRTPEK,CI,9,,,,,,4,,,,,0,,,,,,,,,,,,,,,4
SFOTAO9,SFOTAO,CI,9,,,,2,2,,,,0,0,,,,,,,0,,0,,,,,,,4
SFOXMN9,SFOXMN,CI,9,,1,0,0,1,,,,,1,,,,,,,,1,,0,,,,,,4
YVRCTU11,YVRCTU,CI,11,,,,,,1,0,1,,,,,,2,,,,,,,,,,,,4
YVRSHA6,YVRSHA,CI,6,,,,,,0,1,,,,,,1,,,1,,,1,,0,,,,,4
LAXWUH10,LAXWUH,CI,10,,0,,2,,,0,,0,,,,,,,,,,,,2,,,,,4
NGOWUH5,NGOWUH,CX,5,,0,,,0,,,,,,,0,,,2,2,,,,,,,,,,4
ORDSHA4,ORDSHA,CZ,4,,,,0,,2,,,,,,1,,,,,,,,1,,,,,,4
MEXCTU5,MEXCTU,CZ,5,,,0,,,,0,2,,,,0,0,1,,,0,,1,0,0,0,0,,,4
MEXHGH3,MEXHGH,CZ,3,,0,,,,,1,,,,,,,,0,,,,,,,3,,,,4
HNLCTU7,HNLCTU,DL,7,,,,,,,,,,,,,,,,4,,,,,,,,,,4
JFKDLC7,JFKDLC,DL,7,,,,,,,,,,,,1,3,,,,,,,,0,,,,,4
SFOCTU9,SFOCTU,DL,9,,,,,,,,0,4,,,,,,,,,,,,0,,,,,4
KIXFOC7,KIXFOC,HO,7,0,,,,,,,,,1,,1,0,,,,,,,1,0,0,0,1,,4
IAHCTU4,IAHCTU,HU,4,,,,,,,,,,,,,,,,0,1,0,,,,,3,,,4
JFKFOC7,JFKFOC,HU,7,,,,,,,,,,,,1,,,,,,,3,,,,,,,4
NGOSHA3,NGOSHA,KE,3,0,,,,,1,2,1,,,,,,,,,,,,,,,,,,4
IADXMN4,IADXMN,KL,4,,,,1,0,,,,,,0,,,,,,,,0,0,,,3,,,4
SEAWUH6,SEAWUH,MF,6,,,,,,,,,,,,,,,,,,,,,0,,4,,0,4
SEADLC7,SEADLC,MU,7,,,0,,,,2,,,,,,,,,,,,,0,,,2,,,4
JFKTAO7,JFKTAO,OZ,7,2,0,,,,,,1,,,1,,,,,,,,,,,0,0,,,4
ORDSHE6,ORDSHE,OZ,6,,,,,,,,,,,3,,,,,,,,,,,,1,,,4
YVRPEK15,YVRPEK,OZ,15,,,,,,,1,1,,1,,1,,,,,,,,,,,,,,4
JFKCAN18,JFKCAN,SQ,18,0,0,0,2,0,,0,0,,0,,0,0,,,,,,2,,,,,,,4
SFOPEK15,SFOPEK,SQ,15,,,,1,,,,,,,,,,,1,1,1,0,,,,,,,,4
IAHXMN4,IAHXMN,UA,4,,,,1,,,,,,,,,,,0,,2,,0,,,,1,,,4
MEXTAO7,MEXTAO,UA,7,,,,,,,,,,,,,,,0,,,,,,2,,2,,,4
YVRCAN12,YVRCAN,3U,12,,,,,,,,,,,,,,,,,,1,2,,,,,,,3
LAXWUH11,LAXWUH,3U,11,,,,,,,,,,,,,,,,,,,,,,,2,,1,3
IAHCAN10,IAHCAN,AA,10,,,,,,,,,,,,,,,,,3,,,,,,,,,3
IAHSHE4,IAHSHE,AA,4,,,,,,,,,,,,,,0,3,,,,,,,,,,,3
ORDSHA5,ORDSHA,AA,5,,,,,,,,,,3,,,,0,,0,,,,0,,0,,,,3
SFODLC9,SFODLC,AA,9,,,,,,,,,,,,1,,,1,,,,,,1,0,,,,3
MEXDLC3,MEXDLC,AA,3,,,,,,,,,,,,,,,,,,,,,1,2,,,,3
SEAFOC5,SEAFOC,AC,5,,,,,,,,,,,,,,,,,,2,1,,,,,,,3
MEXCTU6,MEXCTU,AF,6,,0,,,,0,,,,,,,0,,,,2,1,0,0,0,0,,,,3
IADCTU7,IADCTU,BA,7,,,,,1,1,0,,,,1,,,,,,,,,,,,,,,3
MEXPVG10,MEXPVG,BA,10,,,,,,0,,,,,,,2,1,,0,0,0,,,0,0,0,,,3
IAHSHE5,IAHSHE,BR,5,,,,,,1,,,,,,,,,,,,,,1,1,,,,,3
SEACTU9,SEACTU,BR,9,,0,,,,0,3,0,,,,,,,,,,,0,,,,,,,3
SEAXMN8,SEAXMN,BR,8,0,0,0,2,,,,0,,,,,,,,0,,0,1,,,,,,,3
ORDCTU10,ORDCTU,CA,10,2,,,0,,,0,,,0,,,,,0,,,1,0,,0,,,0,,3
SEAPVG11,SEAPVG,CA,11,,0,,,,,,,,,,,,,,,,,,,0,1,,2,,3
MEXCTU7,MEXCTU,CA,7,,,,,,,,,,,,,,,1,,0,1,,,1,,,,,3
MEXSHE5,MEXSHE,CA,5,,,,0,,0,,,,1,1,1,0,,,,,,,0,,,,,,3
HNLDLC7,HNLDLC,CI,7,0,,,,,,,,,,,,,,,,,,3,0,0,,,,,3
LAXSHA10,LAXSHA,CI,10,,,0,0,0,0,0,,0,,1,0,,,,,,0,,0,,,2,,,3
LAXSHE9,LAXSHE,CI,9,0,0,,1,,,,,0,,,,,,,,1,,,,1,,,,,3
SFOSHA9,SFOSHA,CI,9,,,,,0,0,0,1,,0,1,,,,,,0,0,1,,0,,,,,3
SYDCTU12,SYDCTU,CI,12,1,0,,,1,,,,,,0,,,,,,,,,,,,1,,,3
IADXMN5,IADXMN,CX,5,,,,,0,0,,0,,,,,,,,0,,2,1,0,,,,,,3
ORDSHA6,ORDSHA,CX,6,3,0,,,,,,,,,,,,,,,,,,,,,,,,3
MEXCAN6,MEXCAN,CX,6,,,,,,,,,,,,,,,,0,2,,,,,,,1,,3
IADDLC4,IADDLC,CZ,4,,,,,,,,,,,,,,,,,0,,,,,,0,3,,3
NGOFOC5,NGOFOC,CZ,5,0,1,,2,,,,,,,,,0,,0,,,,,,,,,,,3
NRTFOC5,NRTFOC,CZ,5,,3,,,,,0,,,,,,,,,,,,,,,,,,,3
SEAFOC6,SEAFOC,CZ,6,,,,,,,,0,,,,,,,,,,3,,,,,,,,3
SJCWUH2,SJCWUH,CZ,2,,,,,,,,1,,,,2,,,,,,,,,,,,,,3
HNLFOC3,HNLFOC,DL,3,,,,,,,,3,,,,,,,,,,,,,,,,,,3
ORDDLC8,ORDDLC,DL,8,,,,,,,,,1,0,,,2,,0,,,,,,,,,,,3
SEAHGH5,SEAHGH,DL,5,0,,,,,1,,1,,,0,,,,,,0,,,,,,1,,,3
SFOTAO10,SFOTAO,DL,10,,,,,,,3,,0,,,,0,,,,,,,,,,,,,3
ORDWUH8,ORDWUH,DL,8,,,,,0,1,,,,,,0,,2,,,,,0,,,,0,0,,3
JFKPVG27,JFKPVG,HA,27,,,0,,,0,3,,,,,,,,0,,0,,,,,,,,,3
KIXCTU14,KIXCTU,HO,14,,3,,,,,,,,,,,,,,,,,,,,,,,,3
HNDSHA8,HNDSHA,HU,8,,,,,,,,,,,,,,,2,0,,,1,,,,,,,3
IAHFOC3,IAHFOC,HU,3,,,,,,,,,,,,,0,,0,0,3,,,,,,,,,3
JFKDLC8,JFKDLC,HU,8,,,,,,,,1,1,,,,,,,,,,1,,,,,,,3
ORDSHE7,ORDSHE,HU,7,,,,0,0,,,,0,0,0,,,,,,,3,0,,,,,,,3
SFOFOC7,SFOFOC,HU,7,,,,1,,,,,,,0,,,,,0,0,1,,,,,,,1,3
SJCSHE2,SJCSHE,HU,2,,,,,,,,,,,0,,,,,,,,,2,0,,1,,,3
YVRDLC9,YVRDLC,HU,9,,,,,,,1,1,0,,,,,,,,,,,,,1,,,,3
HNDWUH10,HNDWUH,HU,10,,,,,,,,,,,,,,1,1,,,,,1,,,,,,3
SFOWUH7,SFOWUH,HU,7,,,,0,0,,,,1,,,,,,,,2,,,,,,,,,3
NRTSHA2,NRTSHA,KE,2,0,,,0,,1,0,,,0,,1,1,,,,,,,,,,,,,3
MEXDLC4,MEXDLC,KE,4,1,,0,,,0,,0,,0,1,1,0,,,,,,,,0,,,,,3
JFKXMN7,JFKXMN,KL,7,,,,,,,0,,,,0,,,,,1,,,1,,,,1,,,3
ORDXMN8,ORDXMN,KL,8,,,,,,,,,,2,0,,,,,,,1,,,,,,,,3
JFKWUH9,JFKWUH,KL,9,,,,,,,3,,,,,,,,,,,,,,,,,,,3
IADTAO4,IADTAO,LH,4,,,,,,,,,,,1,2,,,,,,,,,,,,,,3
MEXCTU8,MEXCTU,LH,8,0,1,,,0,1,,,,,,,,,,,,,,1,,,,,,3
ORDPEK16,ORDPEK,LO,16,,,,,,2,1,,,,,,,,,,,0,,,,,,0,,3
NGOCAN9,NGOCAN,MF,9,,,,,,,,,,0,,,0,3,,,,,,,,,,,,3
LAXPVG17,LAXPVG,MH,17,,,,,,,,,,,,,,,0,,,1,,2,,,,,,3
IAHCTU5,IAHCTU,MU,5,,,,,,,1,2,0,,,0,,,,,,,0,,,,,,,3
NRTHGH8,NRTHGH,MU,8,,,,,,0,0,0,,,,,0,1,0,,2,,,,0,,,,,3
SJCPEK6,SJCPEK,MU,6,,,,,,1,,1,,,,1,,,,,,,,,,,,,,3
IADPEK13,IADPEK,OS,13,,,,,,,1,,2,,0,,,,,,,,,,,,,,,3
HNLSHE7,HNLSHE,OZ,7,,,,,,,,,,,,,3,,,,,,,,,,,,,3
IAHPVG13,IAHPVG,OZ,13,0,0,,0,,,1,,,,,0,,,,0,,,2,,0,,,,,3
LAXSHE10,LAXSHE,OZ,10,,,,,,,0,0,0,,2,0,,,,1,,,,,,,,,,3
YVRTAO10,YVRTAO,OZ,10,,,,,,,,,,,0,,,,,3,,,0,,,,,,,3
JFKCAN19,JFKCAN,PR,19,,,,,,0,0,,,,,,,,,,,2,1,0,,,,0,,3
KIXHGH10,KIXHGH,SC,10,,,,,,,,,,,,,,,,,,,3,,,,,,,3
KIXWUH8,KIXWUH,SC,8,,,,,,,,,,,,,,,,,,,2,1,,,,,,3
SFOFOC8,SFOFOC,SQ,8,,,,,,,,1,,,,,,2,,,,,,,0,,,,,3
SFOXMN10,SFOXMN,SQ,10,,,,,2,,,1,,,,,,,,,,,0,,,,,,,3
MEXPEK12,MEXPEK,SU,12,,,,,,,,,,,,,,,,,,,,3,,,,,,3
ORDCAN14,ORDCAN,TK,14,0,,0,,0,,0,,,,0,0,1,0,0,,,1,,,1,,0,0,,3
IAHTAO3,IAHTAO,UA,3,,,,,,,,,,,,,,0,0,,,,,,3,,,,,3
MEXXMN8,MEXXMN,UA,8,,0,,,,,,0,,0,,,,,,,0,,2,,1,,,,,3
KIXSHE8,KIXSHE,ZH,8,,,,,,,,,,,,,,,,,,,3,,,0,,,,3
KIXWUH9,KIXWUH,ZH,9,,,,,,,,,,,,,,,,,2,1,,,,,,,,3
HNLPVG9,HNLPVG,AA,9,0,,,,,0,,,,,0,,,,2,,,,,,,,,,,2
IADDLC5,IADDLC,AA,5,,,,,,,,,,,,,,,,,,,,,,,1,1,,2
IAHFOC4,IAHFOC,AA,4,,0,,,,,,,,,,,,,,,,,,,,1,1,,,2
IADWUH5,IADWUH,AA,5,,,,0,,,0,,,,,,,,2,0,,,,,,,,,,2
LAXCTU13,LAXCTU,AC,13,,,,,,,,,,,,,,,,,,,,,,,,2,,2
SEATAO7,SEATAO,AC,7,,,,,,,,,,,,,,,,,,,0,1,1,,,,,2
SFOCAN14,SFOCAN,AC,14,,,,,,,,,,,,,,,,,,,,,,,,2,,2
SJCXMN2,SJCXMN,AC,2,,,,,,,,,,,,,,,,,,,,,,,,2,,2
IADCAN11,IADCAN,AF,11,,,0,,0,0,0,,,,,1,,,,0,1,0,0,,,0,,0,,2
SYDPVG19,SYDPVG,AF,19,,,,,,,,,,,,,1,,,0,1,0,,,,,,0,,2
IAHWUH5,IAHWUH,AF,5,,0,,,,,,,,,,,,,,,,,1,1,,,,,,2
ORDPVG17,ORDPVG,AM,17,0,,0,,,2,,,,,,,,,,,,0,,,,,,,,2
ORDCAN15,ORDCAN,AY,15,,,,,,,,,,,,,,,,,,2,,,,,,,,2
IADPEK14,IADPEK,BA,14,,,,,0,1,0,,,,,,0,,0,,0,,,,1,0,,0,,2
ORDPVG18,ORDPVG,BA,18,1,0,,,0,,1,0,,0,,0,,,0,,,0,,,,0,,,,2
IAHCTU6,IAHCTU,BR,6,,,,,,,1,,,,,,,,,,,,1,,,0,,,,2
IAHSHA2,IAHSHA,BR,2,,,,,,0,,0,,,1,,0,,,,,,,,,0,,,1,2
KIXCTU15,KIXCTU,BR,15,,,,,,,,,,,,,,,,,,,1,,0,,1,,,2
KIXPEK11,KIXPEK,BR,11,,,,,,,,,,,,,,,1,,,,0,,1,,,,,2
SFOTAO11,SFOTAO,BR,11,,,,,,2,,,,,,0,,,,,,0,0,,,,,,,2
YVRXMN9,YVRXMN,BR,9,1,1,0,,,,,,,,,,,,,,,,0,,,0,,,,2
SJCTAO1,SJCTAO,CA,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,2
SEAWUH7,SEAWUH,CA,7,0,,,,2,,,,,,,0,,,,,0,,,,,,,,,2
MEXCAN7,MEXCAN,CA,7,,,,,0,0,,,,1,,,1,,,,,,,,0,,,,,2
IADCAN12,IADCAN,CI,12,,,,,,1,0,,,,,,,,,,,,,,,,1,,,2
JFKSHA4,JFKSHA,CI,4,1,,,0,,,,,,,,,,,,,,,,1,,,,,,2
JFKSHE6,JFKSHE,CI,6,,,,,,,,,,,,,,,,,,,,,2,,,,,2
JFKTAO8,JFKTAO,CI,8,,0,,1,0,0,,,,,1,,,,,,,,,,,,,,,2
NGOPVG7,NGOPVG,CI,7,,,,,,,,,,0,,0,,,,,,1,,,,,,1,,2
SFOWUH8,SFOWUH,CI,8,,,,1,,,1,,,,,,,,,,,,,,,,,,,2
MEXXMN9,MEXXMN,CI,9,,,,,,,,1,,,,,1,,,,,,,,,,,,,2
IAHFOC5,IAHFOC,CX,5,,,,0,,,1,,,,,1,0,,,,,,,,,,,,,2
IAHPVG14,IAHPVG,CX,14,1,,,,,0,,,,0,,,,,,,,,,0,1,,,,,2
SJCXMN3,SJCXMN,CX,3,,0,0,,,,,,0,,2,,,,,,,,,,,,,,,2
SEAWUH8,SEAWUH,CX,8,,,,,,,,,,,,,,,,,,,1,1,,,,,,2
KIXTAO7,KIXTAO,CZ,7,,,,,,,,,,,,,,0,,,2,,,0,0,,,,,2
MEXPEK13,MEXPEK,CZ,13,,,,,,,,,,,,,,0,,,,0,0,,2,,,,,2
MEXPVG11,MEXPVG,CZ,11,,,,,,,,,1,,,,,,,,,,1,0,,,,,,2
MEXSHA2,MEXSHA,CZ,2,,0,,,,1,,1,,,0,0,,,,,,,,,,,,0,,2
IAHCAN11,IAHCAN,DL,11,,,,,,,,,,,,,1,,0,0,,,,0,,,1,,,2
IAHFOC6,IAHFOC,DL,6,,,,,,,,,,,1,,,,,,,,1,0,,,,,,2
IAHXMN5,IAHXMN,DL,5,,,,,,,,,,,,,2,,,0,,,,0,,,,,,2
JFKFOC8,JFKFOC,DL,8,,,,,,,,,,,,,,,,1,1,,,,,,,,,2
YVRDLC10,YVRDLC,DL,10,,,1,,,,1,,,,,,0,0,,,,,,,,,,,,2
YVRWUH9,YVRWUH,DL,9,0,1,,,,,,,,,,,,,,,,,,1,,,,,,2
LAXPVG18,LAXPVG,HA,18,,,,2,,,,,,,,,,,,,,,,,,,,,,2
HNDWUH11,HNDWUH,HO,11,,,,,,,,,1,,,,,,,,,,,,,1,,,,2
KIXWUH10,KIXWUH,HO,10,,,,,,,,,,,1,,,,,,,,1,,,,,,,2
LAXDLC10,LAXDLC,HU,10,,,,,,,2,,0,,,,,,,,,,,,,,,,,2
SFOTAO12,SFOTAO,HU,12,,,,,,,,,,,,,,,,2,,,,,,,,,,2
SYDSHE9,SYDSHE,HU,9,,,,,,,,,,,,,2,,,,,,,,,,,,,2
YVRFOC7,YVRFOC,HU,7,,,,,,,,,,,,,,,,2,0,,,,,,,,,2
SJCWUH3,SJCWUH,HU,3,,,,,,,,,,0,,,2,0,,,,,,,,,,,,2
SYDCAN18,SYDCAN,JQ,18,,,,,,,,,,,2,,0,,,,,,,,,,,,,2
LAXHGH11,LAXHGH,KE,11,2,,,,0,0,,,,,,,,,,,,0,,,,,,,0,2
JFKCTU12,JFKCTU,KL,12,,,,,,,,,0,,1,,,,,,,1,0,,0,,0,,,2
MEXSHE6,MEXSHE,KL,6,,,,,,,,,,,,,,,,,,2,,,,,,,,2
IADCTU8,IADCTU,LH,8,,,,,,,,,,,,,,,,,1,,1,,,,,,,2
ORDSHE8,ORDSHE,LH,8,,,,,1,,1,,,,,,,,,,,,,,,,,,,2
LAXXMN11,LAXXMN,MF,11,,,,,,,,,,,,,,,,,,,,,,0,0,2,,2
NRTPEK10,NRTPEK,MF,10,,,,,,,,,2,,,,,,,,,,,,0,,,,,2
SEAFOC7,SEAFOC,MF,7,,,,,,,,,,,,,,,,,,,,,0,,2,,,2
SEATAO8,SEATAO,MF,8,,,,,,,,,,,,,,,,,,,,,2,,,0,,2
SYDPVG20,SYDPVG,MF,20,,,,,,,,,,,,,,,,,,2,,,,,,,,2
YVRPVG14,YVRPVG,MF,14,,,,,,,,,,,,,,,,,,,2,,,,,,,2
HNLHGH4,HNLHGH,MU,4,,,,0,,,,0,0,,2,,,,,,,,,,,,,,,2
IADDLC6,IADDLC,MU,6,0,,,,,,,,,,,,,,,,,0,,,1,1,0,,,2
IADPEK15,IADPEK,MU,15,0,,,,,,2,,,,0,,,,,,0,,,,,,,,,2
SEASHA5,SEASHA,MU,5,,0,1,,1,,,0,0,,,,,,,,,,,,,,,,,2
HNDSHE8,HNDSHE,OZ,8,,,,,,,,,,2,,,,,,,,,,,,,,,,2
IADPVG18,IADPVG,OZ,18,,,,,,,,,,,,,,,,,,,2,,,,,,,2
IADTAO5,IADTAO,OZ,5,,,,,,,,,,,,1,,,,,,,0,,,1,,,,2
JFKDLC9,JFKDLC,OZ,9,,,,2,0,,0,,,,,,0,,,,,0,,,,,,,,2
KIXSHE9,KIXSHE,OZ,9,,,,,,,,,,,,,,,,,,,,,2,,0,,,2
MEXPEK14,MEXPEK,OZ,14,,,,,,,2,,,,,,,,,,,0,,,,0,,,,2
HNLPVG10,HNLPVG,PR,10,2,,,,,,,,,,,,0,,,,,,,,,0,0,0,,2
YVRCAN13,YVRCAN,PR,13,,,,,,0,0,0,,,,,,,2,,0,0,,,0,,0,,,2
YVRPVG15,YVRPVG,PR,15,,,,,0,,2,0,0,,,,,,,,,,0,,0,,,,,2
LAXCTU14,LAXCTU,SQ,14,0,,,,,,,,,,,,,,,,,,2,0,,,,,,2
SFOHGH7,SFOHGH,SQ,7,,,,,,,,,,,,,,,,,2,,,,,,,,,2
IADCAN13,IADCAN,SU,13,,,,,0,,,,,,,,,,,1,1,,,,,,,,,2
IAHCAN12,IAHCAN,TK,12,,0,0,1,0,,1,,,,0,0,0,,,,,0,,,,,,,,2
LAXXMN12,LAXXMN,UA,12,,,,,,,2,0,,,,,0,0,,,,0,0,,,,,,,2
SEACAN9,SEACAN,UA,9,2,0,,,,,,,,,,0,0,0,0,,,0,,,,0,,,,2
YVRSHE7,YVRSHE,UA,7,,,,,,,,,,,,,,,,2,,,,,,,,,,2
MEXCAN8,MEXCAN,UA,8,,,,,,,,,,1,1,,,,,,,,,,,,,,,2
MEXDLC5,MEXDLC,UA,5,2,,,,,,,,,,,,,,,,,,,,,,,,,2
HNDCAN13,HNDCAN,VN,13,0,,,,,,,,,,,,2,0,,,,,,,,,,,,2
IADPVG19,IADPVG,VS,19,0,,,1,,,,,,,1,,,,,,,,,,,,,,,2
KIXCAN13,KIXCAN,ZH,13,,,,,,,,,,,,,0,,,,1,,,1,,,,,,2
KIXDLC10,KIXDLC,ZH,10,,,,,,,,,,,,,,,,,2,,,,,,,,,2
IADWUH6,IADWUH,QR,6,1,,,,,,,,,,,,,,,,,,1,,,,,,,2
IADCAN14,IADCAN,SV,14,,,,,,,,,,,,,,,,,,,,,,,2,,,2
LAXTAO11,LAXTAO,3U,11,,,,,,,,,,,,,,,,,,,,,0,,0,1,,1
LAXXMN13,LAXXMN,3U,13,,,,,,,,,,,,,,,,,,,,,,,0,1,,1
NGOCTU8,NGOCTU,3U,8,,,,1,,,,,,,,,,,,,,,,,,,,,,1
SYDTAO12,SYDTAO,3U,12,0,0,,1,,,,,,,,,,,,,,,,,,,,0,0,1
KIXWUH11,KIXWUH,3U,11,,,,,,,,,,,,,,1,,,,,,,,,,,,1
IADFOC5,IADFOC,AA,5,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,1
IADXMN6,IADXMN,AA,6,,,,,,,,,,,,,,,,,,,,1,,,,,,1
IAHCTU7,IAHCTU,AA,7,,,,,,,,,,,,,,1,,,,,,,,,,,,1
IAHXMN6,IAHXMN,AA,6,,,,,,,,,,,,,,,,,,,,,,,1,,,1
JFKCAN20,JFKCAN,AA,20,,,,,,,,,,,,,,,,1,,,,,,,,,0,1
JFKWUH10,JFKWUH,AA,10,,,,,,,,,,,,,,,,,,0,1,,,,,,,1
IAHCAN13,IAHCAN,AC,13,,,,,,,,,,1,,,,,,,,,,,,,,,,1
LAXTAO12,LAXTAO,AC,12,,,,,,,,,,,,0,,,1,,,,,,,,,,,1
SEACAN10,SEACAN,AC,10,,,,,,,,,,,1,,,,,,,,,,,,,,,1
SEADLC8,SEADLC,AC,8,,,,,,,,,,,,,,,,,,0,,,,,1,,,1
MEXWUH6,MEXWUH,AC,6,,,,,,,,,,,,,,,,1,,,,,,,,,,1
ORDPEK17,ORDPEK,AF,17,,,,0,0,,1,0,,,,,,,0,0,,,0,,,,0,,,1
ORDWUH9,ORDWUH,AF,9,,,,,1,,,,,,,,,,,,,0,,,,,,,,1
MEXHGH4,MEXHGH,AM,4,,,,,,,,,,,0,,,,1,,,,,,,,,,,1
